Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity
ADHORTATIVE,Legendary,Any,Energy,Pulse Rifle,29.0,41.0,,42.0,39.0,61.0,52.0,10.0,390.0,,37.0,"['Adaptive Frame', 'Corkscrew Rifling', 'Alloy Magazine', 'Flared Magwell', 'Genesis', 'Full Auto Trigger System', 'Adaptive Frame', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Arrowhead Brake', 'Fluted Barrel', 'Full Bore', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Extended Mag', 'Alloy Magazine', 'Feeding Frenzy', 'Hip-Fire Grip', 'Genesis', 'Field Prep', 'Firmly Planted', 'Underdog', 'Rampage', 'Multikill Clip', 'Dragonfly', 'High-Impact Reserves', 'Headseeker', 'Rangefinder']",50.0,17.0,61.0,,,,,,,,,
AGENDA 5,Legendary,Any,Energy,Pulse Rifle,27.0,30.0,,62.0,58.0,71.0,49.0,10.0,450.0,,32.0,"['Lightweight Frame', 'Impulse MS3', 'Transmission MS7', 'Extended Mag', 'Flared Magwell', 'Zen Moment']",52.0,17.0,60.0,,,,,,,,,
AGRONA PR4,Legendary,Any,Energy,Pulse Rifle,27.0,31.0,,65.0,55.0,73.0,50.0,10.0,450.0,,31.0,"['Lightweight Frame', 'Jolt PS', 'Flash HS5', 'Armor-Piercing Rounds', 'Steady Rounds', 'Dragonfly']",48.0,17.0,45.0,,,,,,,,,
BXR-55 BATTLER,Legendary,Any,Energy,Pulse Rifle,23.0,50.0,,71.0,63.0,85.0,60.0,10.0,450.0,,35.0,"['Legacy PR-55 Frame', 'Polygonal Rifling', 'Flared Magwell', 'Snapshot Sights', 'Blunt Execution Rounds', 'Legacy PR-55 Frame', 'Extended Barrel', 'Polygonal Rifling', 'Chambered Compensator', 'Smallbore', 'Corkscrew Rifling', 'Full Bore', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Fluted Barrel', 'Steady Rounds', 'Alloy Magazine', 'Light Mag', 'Flared Magwell', 'Accurized Rounds', 'Ricochet Rounds', 'Snapshot Sights', 'Auto-Loading Holster', 'Killing Wind', 'Heating Up', 'Pugilist', 'Demolitionist', 'Perpetual Motion', 'Outlaw', 'Killing Wind', 'Heating Up', 'Pugilist', 'Demolitionist', 'Perpetual Motion Enhanced', 'Adrenaline Junkie', 'Rangefinder', 'Eye of the Storm', 'Elemental Capacitor', 'Gutshot Straight', 'Incandescent', 'Blunt Execution Rounds', 'Kill Clip', 'Rangefinder', 'Adrenaline Junkie', 'Eye of the Storm', 'Elemental Capacitor', 'Gutshot Straight', 'Incandescent', 'Blunt Execution Rounds', 'Hot Swap', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Full Auto Retrofit', 'Counterbalance Stock', 'Targeting Adjuster', 'Minor Spec', 'Major Spec', 'Backup Mag', 'Freehand Grip', 'Icarus Grip']",59.0,20.0,70.0,,,,,,,,,
CADENZA-43,Legendary,Any,Energy,Pulse Rifle,29.0,35.0,,36.0,36.0,66.0,50.0,10.0,390.0,,34.0,"['Adaptive Frame', 'SLO-12 Post', 'SPO-57 Front', 'SRO-37 Ocular', 'High-Caliber Rounds', 'Steady Rounds', 'Outlaw']",50.0,17.0,70.0,,,,,,,,,
CLAWS OF THE WOLF,Legendary,Any,Energy,Pulse Rifle,,34.0,,21.0,27.0,78.0,46.0,10.0,540.0,,34.0,"['Rapid-Fire Frame', 'Arrowhead Brake', 'Smallbore', 'Alloy Magazine', 'Flared Magwell', 'Outlaw', 'Full Auto Trigger System', 'Rapid-Fire Frame', 'Chambered Compensator', 'Arrowhead Brake', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Ricochet Rounds', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Flared Magwell', 'Light Mag', 'Outlaw', 'Slideshot', 'Snapshot Sights', 'Headseeker', 'Field Prep', 'Threat Detector', 'Kill Clip', 'Rangefinder', 'Rampage', 'High-Impact Reserves', 'Full Auto Trigger System', 'Grave Robber']",39.0,17.0,53.0,,,,90.0,,,,,
DARKEST BEFORE,Legendary,Any,Energy,Pulse Rifle,23.0,34.0,,27.0,35.0,75.0,50.0,10.0,540.0,,36.0,"['Rapid-Fire Frame', 'Arrowhead Brake', 'Alloy Magazine', 'Slideshot', 'Full Auto Trigger System', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore', 'Hammer-Forged Rifling', 'Full Bore', 'Armor-Piercing Rounds', 'Ricochet Rounds', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'High-Caliber Rounds', 'Flared Magwell', 'Light Mag', 'Surplus', 'Overflow', 'Subsistence', 'Slideshot', 'Tunnel Vision', 'Quickdraw', 'Rampage', 'One for All', 'Unrelenting', 'Elemental Capacitor', 'Full Auto Trigger System', 'Wellspring', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Full Auto Retrofit', 'Counterbalance Stock', 'Targeting Adjuster', 'Backup Mag', 'Major Spec', 'Minor Spec', 'Rampage Spec', 'Icarus Grip']",48.0,17.0,64.0,,,,,,,,,
DARKEST BEFORE,Legendary,Any,Energy,Pulse Rifle,23.0,34.0,,27.0,35.0,75.0,50.0,10.0,540.0,,36.0,"['Rapid-Fire Frame', 'Arrowhead Brake', 'Hammer-Forged Rifling', 'Smallbore', 'Slideshot', 'Quickdraw', 'Full Auto Trigger System']",48.0,17.0,70.0,,,,,,,,,
FORGE'S PLEDGE,Legendary,Any,Energy,Pulse Rifle,29.0,38.0,,39.0,42.0,61.0,54.0,19.0,390.0,,36.0,"['Adaptive Frame', 'Arrowhead Brake', 'Accurized Rounds', 'Surplus', 'Wellspring', 'Adaptive Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Fluted Barrel', 'Smallbore', 'Extended Barrel', 'Hammer-Forged Rifling', 'Full Bore', 'Polygonal Rifling', 'Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Flared Magwell', 'Appended Mag', 'Extended Mag', 'Alloy Magazine', 'Surplus', 'Heating Up', 'Auto-Loading Holster', 'Tunnel Vision', 'Zen Moment', 'Quickdraw', 'Stats for All', 'Rampage', 'Multikill Clip', 'Wellspring', 'Unrelenting', 'Snapshot Sights', 'Elemental Capacitor', 'Iron Grip', 'One for All', 'Skulking Wolf', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Full Auto Retrofit', 'Counterbalance Stock', 'Targeting Adjuster', 'Backup Mag', 'Rampage Spec', 'Major Spec', 'Icarus Grip', 'Minor Spec']",52.0,17.0,51.0,,,,,,,,,
GRIDSKIPPER,Legendary,Any,Energy,Pulse Rifle,23.0,33.0,,27.0,35.0,80.0,55.0,10.0,540.0,,34.0,"['Rapid-Fire Frame', 'Extended Barrel', 'Ricochet Rounds', 'Tunnel Vision', 'Adrenaline Junkie', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Full Bore', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Extended Mag', 'Appended Mag', 'Light Mag', 'Alloy Magazine', 'Tunnel Vision', 'Killing Wind', 'Heating Up', 'Slideways', 'Moving Target', 'Firmly Planted', 'Frenzy', 'Adrenaline Junkie', 'Thresh', 'High-Impact Reserves', 'Multikill Clip', 'Snapshot Sights', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Full Auto Retrofit', 'Counterbalance Stock', 'Targeting Adjuster', 'Major Spec', 'Minor Spec', 'Backup Mag', 'Icarus Grip', 'Boss Spec']",47.0,18.0,55.0,,,,,,,,,
HEART OF TIME,Legendary,Any,Energy,Pulse Rifle,23.0,21.0,,26.0,24.0,66.0,50.0,10.0,540.0,,33.0,"['Rapid-Fire Frame', 'Candle PS', 'Impulse MS3', 'Steady Rounds', 'Tactical Mag', 'Dragonfly']",42.0,17.0,60.0,,,,,,,,,
HORROR'S LEAST,Legendary,Any,Energy,Pulse Rifle,23.0,34.0,,22.0,35.0,82.0,56.0,10.0,540.0,,36.0,"['Rapid-Fire Frame', 'Hammer-Forged Rifling', 'Extended Mag', 'Zen Moment', 'Outlaw', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Full Auto Trigger System', 'Zen Moment', 'Headseeker', 'Rangefinder', 'Under Pressure', 'Moving Target', 'Kill Clip', 'High-Impact Reserves', 'Dragonfly', 'Ambitious Assassin']",49.0,17.0,55.0,,,,,,,,,
HORROR'S LEAST,Legendary,Any,Energy,Pulse Rifle,23.0,34.0,,22.0,35.0,82.0,56.0,17.0,540.0,,36.0,"['Rapid-Fire Frame', 'Hammer-Forged Rifling', 'Extended Mag', 'Steady Hands', 'Kill Clip', 'Stunning Recovery', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Fluted Barrel', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Flared Magwell', 'Steady Rounds', 'Alloy Magazine', 'Perpetual Motion', 'Heating Up', 'Compulsive Reloader', 'Steady Hands', 'Zen Moment', 'Under Pressure', 'Focused Fury', 'Vorpal Weapon', 'Frenzy', 'Kill Clip', 'High-Impact Reserves', 'Turnabout', 'Stunning Recovery', ""Vanguard's Vindication"", 'Range', 'Stability', 'Handling', 'Reload Speed', 'Full Auto Retrofit', 'Counterbalance Stock', 'Major Spec', 'Targeting Adjuster', 'Minor Spec', 'Backup Mag', 'Boss Spec', 'Icarus Grip']",49.0,17.0,55.0,,,,,,,,,
HORROR'S LEAST (ADEPT),Legendary,Any,Energy,Pulse Rifle,23.0,34.0,,22.0,35.0,82.0,56.0,17.0,540.0,,36.0,"['Rapid-Fire Frame', 'Hammer-Forged Rifling', 'Extended Mag', 'Steady Hands', 'Kill Clip', 'Stunning Recovery', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Flared Magwell', 'Accurized Rounds', 'Steady Rounds', 'Alloy Magazine', 'Perpetual Motion', 'Heating Up', 'Compulsive Reloader', 'Steady Hands', 'Zen Moment', 'Under Pressure', 'Focused Fury', 'Vorpal Weapon', 'Frenzy', 'Kill Clip', 'High-Impact Reserves', 'Turnabout', 'Stunning Recovery', ""Vanguard's Vindication"", 'Range', 'Stability', 'Handling', 'Reload Speed', 'Full Auto Retrofit', 'Adept Range', 'Adept Big Ones Spec', 'Adept Stability', 'Counterbalance Stock', 'Minor Spec', 'Major Spec', 'Targeting Adjuster']",49.0,17.0,55.0,,,,,,,,,
IMPROMPTU-49,Legendary,Any,Energy,Pulse Rifle,29.0,46.0,,45.0,46.0,67.0,48.0,10.0,390.0,,39.0,"['Adaptive Frame', 'SLO-12 Post', 'SPO-28 Front', 'SRO-52 Ocular', 'Ricochet Rounds', 'Accurized Rounds', 'Ambitious Assassin']",41.0,17.0,60.0,,,,,,,,,
INAUGURAL ADDRESS,Legendary,Any,Energy,Pulse Rifle,29.0,43.0,,46.0,40.0,64.0,49.0,10.0,390.0,,39.0,"['Adaptive Frame', 'Polygonal Rifling', 'Fluted Barrel', 'Chambered Compensator', 'Outlaw', 'Ambitious Assassin', 'Kill Clip']",55.0,17.0,79.0,,,,,,,,,
INFINITE PATHS 8,Legendary,Any,Energy,Pulse Rifle,27.0,30.0,,67.0,60.0,76.0,55.0,10.0,450.0,,33.0,"['Lightweight Frame', 'Arrowhead Brake', 'Corkscrew Rifling', 'Full Bore', 'Alloy Magazine', 'Accurized Rounds', 'Drop Mag', 'Dragonfly']",50.0,17.0,59.0,,,,,,,,,
INFINITE PATHS 8,Legendary,Any,Energy,Pulse Rifle,27.0,30.0,,67.0,60.0,76.0,55.0,10.0,450.0,,33.0,"['Lightweight Frame', 'Arrowhead Brake', 'Corkscrew Rifling', 'Full Bore', 'Alloy Magazine', 'Accurized Rounds', 'Drop Mag', 'Moving Target', 'Swashbuckler', 'Lightweight Frame', 'Chambered Compensator', 'Arrowhead Brake', 'Extended Barrel', 'Corkscrew Rifling', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Tactical Mag', 'Appended Mag', 'Flared Magwell', 'Accurized Rounds', 'Drop Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Auto-Loading Holster', 'Demolitionist', 'Moving Target', 'Threat Detector', 'Grave Robber', 'Genesis', 'Swashbuckler', 'Dragonfly', 'Eye of the Storm', 'Zen Moment', 'Shield Disorient', 'Opening Shot']",50.0,17.0,59.0,,,,,,,,,
INSIDIOUS,Legendary,Any,Energy,Pulse Rifle,35.0,74.0,,27.0,34.0,44.0,59.0,24.0,450.0,,40.0,"['Aggressive Burst', 'Extended Barrel', 'Alloy Magazine', 'Sleight of Hand', 'Turnabout', 'Souldrinker', 'Aggressive Burst', 'Extended Barrel', 'Polygonal Rifling', 'Chambered Compensator', 'Smallbore', 'Corkscrew Rifling', 'Full Bore', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Fluted Barrel', 'Steady Rounds', 'Alloy Magazine', 'Appended Mag', 'Flared Magwell', 'Extended Mag', 'Tactical Mag', 'Accurized Rounds', 'Dragonfly', 'Compulsive Reloader', 'Stats for All', 'Sleight of Hand', 'Demolitionist', 'Rapid Hit', 'Heating Up', 'Compulsive Reloader', 'Stats for All', 'Sleight of Hand', 'Demolitionist', 'Rapid Hit', 'Heating Up', 'Adaptive Munitions', 'One for All', 'Bait and Switch', 'Turnabout', 'Vorpal Weapon', 'Adrenaline Junkie', 'Rampage', 'Adaptive Munitions', 'One for All', 'Bait and Switch', 'Turnabout', 'Vorpal Weapon', 'Adrenaline Junkie', 'Souldrinker', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Full Auto Retrofit', 'Minor Spec', 'Major Spec', 'Counterbalance Stock', 'Dragonfly Spec', 'Backup Mag', 'Targeting Adjuster', 'Rampage Spec']",60.0,18.0,78.0,,,,,,,,,
INSIDIOUS (ADEPT),Legendary,Any,Energy,Pulse Rifle,35.0,74.0,,27.0,34.0,44.0,59.0,24.0,450.0,,40.0,"['Aggressive Burst', 'Corkscrew Rifling', 'Appended Mag', 'Rapid Hit', 'Adrenaline Junkie', 'Souldrinker', 'Aggressive Burst', 'Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel', 'Chambered Compensator', 'Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Full Bore', 'Accurized Rounds', 'Tactical Mag', 'Appended Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Demolitionist', 'Rapid Hit', 'Dragonfly', 'Stats for All', 'Heating Up', 'Compulsive Reloader', 'Sleight of Hand', 'Demolitionist', 'Rapid Hit', 'Heating Up', 'Compulsive Reloader', 'Stats for All', 'Sleight of Hand', 'Vorpal Weapon', 'Adrenaline Junkie', 'Rampage', 'Adaptive Munitions', 'One for All', 'Bait and Switch', 'Turnabout', 'Adrenaline Junkie', 'Adaptive Munitions', 'One for All', 'Bait and Switch', 'Turnabout', 'Vorpal Weapon', 'Souldrinker', 'Handling', 'Reload Speed', 'Range', 'Stability', 'Adept Big Ones Spec', 'Full Auto Retrofit', 'Minor Spec', 'Adept Stability', 'Adept Range', 'Major Spec', 'Adept Handling', 'Counterbalance Stock']",60.0,18.0,78.0,,,,,,,,,
JIAN 7 RIFLE,Legendary,Any,Energy,Pulse Rifle,29.0,41.0,,47.0,37.0,64.0,55.0,10.0,390.0,,33.0,"['Adaptive Frame', 'SRO-41 Ocular', 'SLO-10 Post', 'SRO-52 Ocular', 'Ricochet Rounds', 'Appended Mag', 'Zen Moment', 'Outlaw', 'Adaptive Frame', 'SPO-57 Front', 'SPO-28 Front', 'SLO-12 Post', 'SRO-37 Ocular', 'SRO-52 Ocular', 'SRO-41 Ocular', 'SLO-21 Post', 'SLO-10 Post', 'SPO-26 Front', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Alloy Magazine', 'Flared Magwell', 'Light Mag', 'Disruption Break', 'Grave Robber', 'Firmly Planted', 'Zen Moment', 'Full Auto Trigger System', 'Outlaw', 'Swashbuckler', 'Rampage', 'Dragonfly', 'Rangefinder', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Counterbalance Stock', 'Major Spec', 'Backup Mag', 'Minor Spec', 'Full Auto Retrofit', 'Rampage Spec', 'Targeting Adjuster', 'Dragonfly Spec']",45.0,17.0,80.0,,,41.0,,,,,,
JIAN 7 RIFLE,Legendary,Any,Energy,Pulse Rifle,29.0,41.0,,47.0,37.0,64.0,55.0,10.0,390.0,,33.0,"['Adaptive Frame', 'SRO-41 Ocular', 'SLO-10 Post', 'SRO-52 Ocular', 'Ricochet Rounds', 'Appended Mag', 'Zen Moment']",45.0,17.0,80.0,,,41.0,,,,,,
JORUM'S CLAW,Legendary,Any,Energy,Pulse Rifle,29.0,49.0,,44.0,43.0,60.0,56.0,10.0,390.0,,38.0,"['Adaptive Frame', 'SLO-10 Post', 'SPO-26 Front', 'SRO-41 Ocular', 'Appended Mag', 'Drop Mag', 'Outlaw']",50.0,17.0,73.0,,,,,,,,,
JURASSIC GREEN,Legendary,Any,Energy,Pulse Rifle,23.0,27.0,,19.0,27.0,76.0,47.0,15.0,540.0,,35.0,"['Rapid-Fire Frame', 'Arrowhead Brake', 'Extended Mag', 'Threat Detector', 'Wellspring', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Extended Barrel', 'Fluted Barrel', 'Smallbore', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Full Bore', 'Polygonal Rifling', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell', 'Alloy Magazine', 'Light Mag', 'Heating Up', 'Subsistence', 'Tunnel Vision', 'Killing Wind', 'Threat Detector', 'Rangefinder', 'Adrenaline Junkie', 'Multikill Clip', 'Frenzy', 'Dragonfly', 'Wellspring', 'Unrelenting', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Full Auto Retrofit', 'Counterbalance Stock', 'Dragonfly Spec', 'Major Spec', 'Backup Mag', 'Targeting Adjuster', 'Minor Spec', 'Icarus Grip']",41.0,17.0,50.0,,,,,,,,,
JURASSIC GREEN,Legendary,Any,Energy,Pulse Rifle,23.0,27.0,,19.0,27.0,76.0,47.0,15.0,540.0,,35.0,"['Rapid-Fire Frame', 'Arrowhead Brake', 'Extended Mag', 'Rangefinder', 'Incandescent', 'Search Party', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Polygonal Rifling', 'Smallbore', 'Fluted Barrel', 'Corkscrew Rifling', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Appended Mag', 'Flared Magwell', 'Alloy Magazine', 'Light Mag', 'Perpetual Motion', 'Subsistence', 'Steady Hands', 'Rangefinder', 'Killing Wind', 'Tunnel Vision', 'Air Assault', 'Frenzy', 'Golden Tricorn', 'Adrenaline Junkie', 'Incandescent', 'Multikill Clip', 'Adaptive Munitions', 'Gutshot Straight', 'Search Party', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Full Auto Retrofit', 'Counterbalance Stock', 'Minor Spec', 'Backup Mag', 'Major Spec', 'Targeting Adjuster', 'Boss Spec', 'Icarus Grip']",41.0,17.0,50.0,,,,,,,,,
LAST PERDITION,Legendary,Any,Energy,Pulse Rifle,29.0,39.0,,38.0,42.0,60.0,54.0,10.0,390.0,,38.0,"['Adaptive Frame', 'SLO-21 Post', 'SPO-57 Front', 'SRO-41 Ocular', 'Accurized Rounds', 'Tactical Mag', 'Rangefinder', 'Rampage', 'Adaptive Frame', 'SRO-37 Ocular', 'SRO-52 Ocular', 'SPO-57 Front', 'SPO-28 Front', 'SRO-41 Ocular', 'SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-26 Front', 'Accurized Rounds', 'Tactical Mag', 'Drop Mag', 'Appended Mag', 'Extended Mag', 'Steady Rounds', 'Flared Magwell', 'Alloy Magazine', 'Outlaw', 'Grave Robber', 'Under Pressure', 'Rangefinder', 'Firmly Planted', 'Moving Target', 'Rampage', 'Kill Clip', 'High-Impact Reserves', 'Snapshot Sights', 'Full Auto Trigger System', 'Headseeker', 'Zen Moment', 'Range', 'Handling', 'Stability', 'Reload Speed', 'Full Auto Retrofit', 'Counterbalance Stock', 'Major Spec', 'Minor Spec', 'Targeting Adjuster', 'Backup Mag', 'Rampage Spec', 'Icarus Grip', 'Only the Penitent Pass']",59.0,17.0,63.0,,,,,,,,,
LAST PERDITION,Legendary,Any,Energy,Pulse Rifle,29.0,39.0,,38.0,42.0,60.0,54.0,10.0,390.0,,38.0,"['Adaptive Frame', 'SLO-21 Post', 'SPO-57 Front', 'SRO-41 Ocular', 'Alloy Magazine', 'Flared Magwell', 'Rampage']",59.0,17.0,63.0,,,,,,,,,
NERGAL PR4,Legendary,Any,Energy,Pulse Rifle,27.0,25.0,,71.0,49.0,65.0,60.0,10.0,450.0,,33.0,"['Lightweight Frame', 'Torch HS3', 'Flash HS5', 'Ricochet Rounds', 'Steady Rounds', 'Full Auto Trigger System']",45.0,17.0,60.0,,,,,,,,,
OGMA PR6,Legendary,Any,Energy,Pulse Rifle,27.0,38.0,,70.0,55.0,73.0,45.0,15.0,450.0,,32.0,"['Lightweight Frame', 'Extended Barrel', 'Steady Rounds', 'Adaptive Munitions', 'Adrenaline Junkie', 'Lightweight Frame', 'Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel', 'Smallbore', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Stats for All', 'Demolitionist', 'Perpetual Motion', 'Unrelenting', 'Adaptive Munitions', 'Heating Up', 'Disruption Break', 'Dragonfly', 'One for All', 'Wellspring', 'Adrenaline Junkie', 'Turnabout', 'Omolon Fluid Dynamics', 'Reload Speed', 'Range', 'Stability', 'Handling', 'Full Auto Retrofit', 'Minor Spec', 'Major Spec', 'Backup Mag', 'Dragonfly Spec', 'Counterbalance Stock', 'Targeting Adjuster', 'Boss Spec']",52.0,19.0,55.0,,,,,,,,,
OUTLAST,Legendary,Any,Energy,Pulse Rifle,23.0,30.0,,21.0,25.0,78.0,47.0,10.0,540.0,,32.0,"['Rapid-Fire Frame', 'Hammer-Forged Rifling', 'Tactical Mag', 'Zen Moment', 'Kill Clip', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Full Auto Trigger System', 'Outlaw', 'Under Pressure', 'Feeding Frenzy', 'Rangefinder', 'Rampage', 'Kill Clip', 'High-Impact Reserves', 'Demolitionist', 'Snapshot Sights', 'Outwit']",42.0,17.0,60.0,,,,,,,,,
PREMONITION,Legendary,Any,Energy,Pulse Rifle,33.0,60.0,,26.0,33.0,32.0,53.0,10.0,340.0,,28.0,"['High-Impact Frame', 'Smallbore', 'Appended Mag', 'Accurized Rounds', 'Under Pressure', 'Firmly Planted', 'Headseeker', 'High-Impact Frame', 'Fluted Barrel', 'Arrowhead Brake', 'Smallbore', 'Chambered Compensator', 'Extended Barrel', 'Corkscrew Rifling', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Alloy Magazine', 'Flared Magwell', 'Light Mag', 'Feeding Frenzy', 'Surplus', 'Killing Wind', 'Moving Target', 'Under Pressure', 'Rangefinder', 'Firmly Planted', 'Outlaw', 'Slideways', 'Zen Moment', 'Rampage', 'High-Impact Reserves', 'Thresh', 'Headseeker', 'Snapshot Sights', 'Kill Clip', 'Demolitionist', 'Dragonfly', 'Quickdraw', 'Stability', 'Range', 'Handling', 'Reload Speed', 'Full Auto Retrofit', 'Targeting Adjuster', 'Counterbalance Stock', 'Minor Spec', 'Backup Mag', 'Major Spec', 'Rampage Spec', 'Boss Spec']",42.0,18.0,77.0,,,,,,,,,
REQUIEM-45,Legendary,Any,Energy,Pulse Rifle,23.0,27.0,,19.0,27.0,73.0,49.0,10.0,540.0,,35.0,"['Rapid-Fire Frame', 'SLO-10 Post', 'SPO-26 Front', 'SPO-57 Front', 'Accurized Rounds', 'Steady Rounds', 'Zen Moment']",42.0,17.0,55.0,,,,,,,,,
RIGHT SIDE OF WRONG,Legendary,Any,Energy,Pulse Rifle,35.0,61.0,,25.0,38.0,49.0,45.0,10.0,450.0,,40.0,"['Aggressive Burst', 'Steady Rounds', 'Accurized Rounds', 'Headseeker', 'Zen Moment', 'Aggressive Burst', 'Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Outlaw', 'Moving Target', 'Firmly Planted', 'Zen Moment', 'Under Pressure', 'Hip-Fire Grip', 'Rampage', 'Kill Clip', 'High-Impact Reserves', 'Full Auto Trigger System', 'Rangefinder', 'Headseeker']",60.0,18.0,60.0,,,,,,,,,
